
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
2 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2117
2 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1987
2 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1979
2 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1945
2 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1948
2 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1270
2 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1232
2 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1096
2 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1167
2 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1267
2 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1821
2 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1775
2 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1638
2 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1620
2 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1703
2 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 573
2 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 537
2 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 444
2 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 492
2 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 561
2 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 747
2 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 760
2 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 615
2 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 633
2 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 701
2 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 697
2 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 695
2 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 652
2 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 675
2 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 706
2 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1074
2 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1015
2 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1023
2 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 987
2 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1002
2 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1162
2 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1119
2 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1086
2 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1083
2 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1112
2 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1698
2 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1703
2 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1549
2 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1572
2 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1560
2 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 503
2 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 444
2 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 430
2 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 425
2 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 511
2 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 655
2 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 731
2 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 593
2 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 614
2 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 614
2 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 659
2 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 675
2 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 656
2 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 658
2 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 601
2 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1043
2 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 972
2 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 956
2 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 958
2 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 946
3 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2469
3 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2417
3 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2346
3 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2183
3 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2238
3 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3632
3 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3511
3 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3450
3 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3174
3 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3198
3 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1117
3 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1071
3 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 979
3 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 871
3 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 906
3 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1434
3 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1406
3 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1463
3 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1184
3 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1239
3 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1352
3 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1346
3 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1367
3 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1312
3 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1332
3 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2198
3 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2105
3 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1987
3 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1990
3 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1959
3 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1238
3 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1260
3 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1227
3 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1103
3 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1165
3 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1825
3 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1815
3 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1758
3 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1629
3 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1634
3 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 548
3 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 567
3 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 536
3 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 443
3 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 491
3 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 713
3 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 749
3 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 737
3 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 600
3 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 631
3 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 690
3 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 693
3 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 691
3 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 660
3 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 674
3 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1112
3 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1066
3 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1021
3 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1029
3 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1003
3 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1231
3 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1157
3 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1119
3 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1080
3 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1073
3 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1807
3 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1696
3 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1692
3 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1545
3 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1564
3 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 569
3 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 504
3 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 443
3 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 428
3 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 415
3 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 721
3 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 657
3 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 726
3 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 584
3 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 608
3 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 662
3 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 653
3 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 676
3 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 652
3 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 658
3 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1086
3 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1039
3 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 966
3 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 961
3 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 956
4 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2403
4 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2470
4 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2420
4 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2334
4 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2176
4 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3581
4 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3638
4 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3500
4 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3432
4 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3180
4 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1049
4 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1120
4 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1082
4 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 972
4 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 865
4 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1468
4 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1431
4 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1394
4 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1444
4 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1178
4 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1354
4 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1350
4 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1338
4 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1362
4 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1311
4 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2113
4 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2207
4 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 2106
4 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1988
4 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2002
4 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1206
4 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1236
4 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1261
4 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1219
4 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1093
4 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1832
4 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1826
4 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1807
4 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1748
4 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1634
4 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 510
4 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 550
4 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 576
4 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 534
4 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 434
4 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 749
4 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 707
4 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 740
4 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 730
4 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 597
4 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 696
4 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 686
4 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 685
4 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 685
4 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 659
4 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1083
4 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1119
4 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1067
4 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1018
4 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1037
4 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1197
4 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1234
4 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1159
4 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1115
4 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1083
4 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1749
4 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1812
4 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1693
4 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1684
4 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1546
4 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 539
4 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 570
4 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 506
4 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 438
4 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 431
4 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 719
4 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 724
4 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 654
4 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 714
4 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 581
4 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 658
4 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 664
4 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 653
4 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 677
4 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 652
4 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1030
4 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1088
4 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 1039
4 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 970
4 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 965
5- 9 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 12584
5- 9 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 12603
5- 9 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 12707
5- 9 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 12504
5- 9 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 12167
5- 9 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 17651
5- 9 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 17896
5- 9 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 18098
5- 9 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 18085
5- 9 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 17820
5- 9 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 5550
5- 9 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 5612
5- 9 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 5722
5- 9 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 5575
5- 9 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 5348
5- 9 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 6991
5- 9 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 7222
5- 9 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 7246
5- 9 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 7199
5- 9 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 7156
5- 9 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 7034
5- 9 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 6991
5- 9 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 6985
5- 9 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 6929
5- 9 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 6819
5- 9 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 10660
5- 9 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 10674
5- 9 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 10852
5- 9 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 10886
5- 9 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 10664
5- 9 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 6422
5- 9 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 6404
5- 9 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 6420
5- 9 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 6337
5- 9 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 6240
5- 9 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 8985
5- 9 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 9093
5- 9 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 9134
5- 9 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 9127
5- 9 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 9002
5- 9 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 2863
5- 9 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 2849
5- 9 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 2861
5- 9 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 2818
5- 9 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 2753
5- 9 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 3566
5- 9 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 3686
5- 9 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 3671
5- 9 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 3661
5- 9 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 3636
5- 9 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 3559
5- 9 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 3555
5- 9 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 3559
5- 9 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 3519
5- 9 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 3487
5- 9 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 5419
5- 9 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 5407
5- 9 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 5463
5- 9 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 5466
5- 9 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 5366
5- 9 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 6162
5- 9 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 6199
5- 9 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 6287
